transcript_id,gene_id,gene_name,product,biotype,family
premiRNA_Mir7k_102465309,102465309,Mir7k,microRNA 7k,miRNA,microRNA 7k
premiRNA_Mir802_791074,791074,Mir802,microRNA 802,miRNA,microRNA 802
premiRNA_Mir804_100049547,100049547,Mir804,microRNA 804,miRNA,microRNA 804
premiRNA_Mir8090_102465883,102465883,Mir8090,microRNA 8090,miRNA,microRNA 8090
premiRNA_Mir8091_102465884,102465884,Mir8091,microRNA 8091,miRNA,microRNA 8091
premiRNA_Mir8092_102466881,102466881,Mir8092,microRNA 8092,miRNA,microRNA 8092
premiRNA_Mir8093_102465885,102465885,Mir8093,microRNA 8093,miRNA,microRNA 8093
premiRNA_Mir8094_102465886,102465886,Mir8094,microRNA 8094,miRNA,microRNA 8094
premiRNA_Mir8095_102465887,102465887,Mir8095,microRNA 8095,miRNA,microRNA 8095
premiRNA_Mir8096_102466882,102466882,Mir8096,microRNA 8096,miRNA,microRNA 8096
premiRNA_Mir8097_102465888,102465888,Mir8097,microRNA 8097,miRNA,microRNA 8097
premiRNA_Mir8098_102465889,102465889,Mir8098,microRNA 8098,miRNA,microRNA 8098
premiRNA_Mir8099-1_102465890,102465890,Mir8099-1,microRNA 8099-1,miRNA,microRNA 8099
premiRNA_Mir8100_102465996,102465996,Mir8100,microRNA 8100,miRNA,microRNA 8100
premiRNA_Mir8101_102465892,102465892,Mir8101,microRNA 8101,miRNA,microRNA 8101
premiRNA_Mir8102_102466256,102466256,Mir8102,microRNA 8102,miRNA,microRNA 8102
premiRNA_Mir8103_102465893,102465893,Mir8103,microRNA 8103,miRNA,microRNA 8103
premiRNA_Mir8104_102466884,102466884,Mir8104,microRNA 8104,miRNA,microRNA 8104
premiRNA_Mir8105_102465894,102465894,Mir8105,microRNA 8105,miRNA,microRNA 8105
premiRNA_Mir8106_102465896,102465896,Mir8106,microRNA 8106,miRNA,microRNA 8106
premiRNA_Mir8107_102466885,102466885,Mir8107,microRNA 8107,miRNA,microRNA 8107
premiRNA_Mir8108_102467006,102467006,Mir8108,microRNA 8108,miRNA,microRNA 8108
premiRNA_Mir8109_102465898,102465898,Mir8109,microRNA 8109,miRNA,microRNA 8109
premiRNA_Mir8110_102465899,102465899,Mir8110,microRNA 8110,miRNA,microRNA 8110
premiRNA_Mir8111_102466886,102466886,Mir8111,microRNA 8111,miRNA,microRNA 8111
premiRNA_Mir8112_102465900,102465900,Mir8112,microRNA 8112,miRNA,microRNA 8112
premiRNA_Mir8113_102465901,102465901,Mir8113,microRNA 8113,miRNA,microRNA 8113
premiRNA_Mir8114_102466257,102466257,Mir8114,microRNA 8114,miRNA,microRNA 8114
premiRNA_Mir8115_102465902,102465902,Mir8115,microRNA 8115,miRNA,microRNA 8115
premiRNA_Mir8116_102466887,102466887,Mir8116,microRNA 8116,miRNA,microRNA 8116
premiRNA_Mir8117_102465903,102465903,Mir8117,microRNA 8117,miRNA,microRNA 8117
premiRNA_Mir8118_102465904,102465904,Mir8118,microRNA 8118,miRNA,microRNA 8118
premiRNA_Mir8119_102465997,102465997,Mir8119,microRNA 8119,miRNA,microRNA 8119
premiRNA_Mir8120_102465905,102465905,Mir8120,microRNA 8120,miRNA,microRNA 8120
premiRNA_Mir871_100124478,100124478,Mir871,microRNA 871,miRNA,microRNA 871
premiRNA_Mir872_100124456,100124456,Mir872,microRNA 872,miRNA,microRNA 872
premiRNA_Mir873a_100124457,100124457,Mir873a,microRNA 873a,miRNA,microRNA 873a
premiRNA_Mir873b_102465229,102465229,Mir873b,microRNA 873b,miRNA,microRNA 873b
premiRNA_Mir874_100124491,100124491,Mir874,microRNA 874,miRNA,microRNA 874
premiRNA_Mir875_100124469,100124469,Mir875,microRNA 875,miRNA,microRNA 875
premiRNA_Mir876_100124458,100124458,Mir876,microRNA 876,miRNA,microRNA 876
premiRNA_Mir877_100124459,100124459,Mir877,microRNA 877,miRNA,microRNA 877
premiRNA_Mir878_100124479,100124479,Mir878,microRNA 878,miRNA,microRNA 878
premiRNA_Mir879_100124492,100124492,Mir879,microRNA 879,miRNA,microRNA 879
premiRNA_Mir880_100124480,100124480,Mir880,microRNA 880,miRNA,microRNA 880
premiRNA_Mir881_100124460,100124460,Mir881,microRNA 881,miRNA,microRNA 881
premiRNA_Mir882_100124461,100124461,Mir882,microRNA 882,miRNA,microRNA 882
premiRNA_Mir883a_100124462,100124462,Mir883a,microRNA 883a,miRNA,microRNA 883a
premiRNA_Mir883b_100124493,100124493,Mir883b,microRNA 883b,miRNA,microRNA 883b
premiRNA_Mir9-1_387133,387133,Mir9-1,microRNA 9-1,miRNA,microRNA 9
premiRNA_Mir9-2_723967,723967,Mir9-2,microRNA 9-2,miRNA,microRNA 9
premiRNA_Mir9-3_723968,723968,Mir9-3,microRNA 9-3,miRNA,microRNA 9
premiRNA_Mir92-1_751549,751549,Mir92-1,microRNA 92-1,miRNA,microRNA 92
premiRNA_Mir92-2_723942,723942,Mir92-2,microRNA 92-2,miRNA,microRNA 92
premiRNA_Mir92b_100124470,100124470,Mir92b,microRNA 92b,miRNA,microRNA 92b
premiRNA_Mir93_723885,723885,Mir93,microRNA 93,miRNA,microRNA 93
premiRNA_Mir96_723886,723886,Mir96,microRNA 96,miRNA,microRNA 96
premiRNA_Mir98_723947,723947,Mir98,microRNA 98,miRNA,microRNA 98
premiRNA_Mir99a_387229,387229,Mir99a,microRNA 99a,miRNA,microRNA 99a
premiRNA_Mir99b_387230,387230,Mir99b,microRNA 99b,miRNA,microRNA 99b
premiRNA_Mirlet7a-1_387244,387244,Mirlet7a-1,microRNA let7a-1,miRNA,microRNA let7a
premiRNA_Mirlet7a-2_723965,723965,Mirlet7a-2,microRNA let7a-2,miRNA,microRNA let7a
premiRNA_Mirlet7b_387245,387245,Mirlet7b,microRNA let7b,miRNA,microRNA let7b
premiRNA_Mirlet7c-1_387246,387246,Mirlet7c-1,microRNA let7c-1,miRNA,microRNA let7c
premiRNA_Mirlet7c-2_723966,723966,Mirlet7c-2,microRNA let7c-2,miRNA,microRNA let7c
premiRNA_Mirlet7d_387247,387247,Mirlet7d,microRNA let7d,miRNA,microRNA let7d
premiRNA_Mirlet7e_387248,387248,Mirlet7e,microRNA let7e,miRNA,microRNA let7e
premiRNA_Mirlet7f-1_387252,387252,Mirlet7f-1,microRNA let7f-1,miRNA,microRNA let7f
premiRNA_Mirlet7f-2_387253,387253,Mirlet7f-2,microRNA let7f-2,miRNA,microRNA let7f
premiRNA_Mirlet7g_387249,387249,Mirlet7g,microRNA let7g,miRNA,microRNA let7g
premiRNA_Mirlet7i_387251,387251,Mirlet7i,microRNA let7i,miRNA,microRNA let7i
RNase-MRP-RNA_Rmrp_19782,19782,Rmrp,RNA component of mitochondrial RNAase P,ribozyme,RNA component of mitochondrial RNAase P
RNase-P-RNA_Rpph1_85029,85029,Rpph1,ribonuclease P RNA component H1,ribozyme,ribonuclease P RNA component H1
RNase-P-RNA_Rprl1_19783,19783,Rprl1,ribonuclease P RNA-like 1,ribozyme,ribonuclease P RNA-like 1
RNase-P-RNA_Rprl2_19784,19784,Rprl2,ribonuclease P RNA-like 2,ribozyme,ribonuclease P RNA-like 2
RNase-P-RNA_Rprl3_19785,19785,Rprl3,ribonuclease P RNA-like 3,ribozyme,ribonuclease P RNA-like 3
rRNA_LOC115488082_115488082,115488082,LOC115488082,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_LOC115490001_115490001,115490001,LOC115490001,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_mt-Rnr1_17724,17724,mt-Rnr1,s-rRNA,mt-rRNA,s-rRNA
rRNA_mt-Rnr2_17725,17725,mt-Rnr2,l-rRNA,mt-rRNA,l-rRNA
rRNA_n-R5s100_100861471,100861471,n-R5s100,nuclear encoded rRNA 5S 100,rRNA,5S ribosomal RNA
rRNA_n-R5s101_115487065,115487065,n-R5s101,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_n-R5s102_115487070,115487070,n-R5s102,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_n-R5s106_115487061,115487061,n-R5s106,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_n-R5s107_115487073,115487073,n-R5s107,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_n-R5s109_115487076,115487076,n-R5s109,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_n-R5s112_115487067,115487067,n-R5s112,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_n-R5s114_115487071,115487071,n-R5s114,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_n-R5s115_115487075,115487075,n-R5s115,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_n-R5s13_115489235,115489235,n-R5s13,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_n-R5s136_100861491,100861491,n-R5s136,nuclear encoded rRNA 5S 136,rRNA,5S ribosomal RNA
rRNA_n-R5s151_115486558,115486558,n-R5s151,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_n-R5s162_115490446,115490446,n-R5s162,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_n-R5s194_115489751,115489751,n-R5s194,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_n-R5s195_115489841,115489841,n-R5s195,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_n-R5s2_115489156,115489156,n-R5s2,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_n-R5s211_115487577,115487577,n-R5s211,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_n-R5s25_115488945,115488945,n-R5s25,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_n-R5s28_115488828,115488828,n-R5s28,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_n-R5s33_115488675,115488675,n-R5s33,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_n-R5s58_115488032,115488032,n-R5s58,5S ribosomal RNA,rRNA,5S ribosomal RNA
rRNA_Rn18s_19791,19791,Rn18s,18S pre-ribosomal RNA,rRNA,18S pre-ribosomal RNA
rRNA_Rn28s_236598,236598,Rn28s1,28S pre-ribosomal RNA,rRNA,28S pre-ribosomal RNA
rRNA_Rn4.5s_19799,19799,Rn4.5s,4.5S RNA,rRNA,4.5S RNA
rRNA_Rn45s_100861531,100861531,Rn45s,45S pre-ribosomal RNA,rRNA,45S pre-ribosomal RNA
rRNA_Rs5-8s1_790956,790956,Rs5-8s1,5.8S pre-ribosomal RNA,rRNA,5.8S pre-ribosomal RNA
scRNA_Mascrna_109146451,109146451,Mascrna,Malat1-associated small cytoplasmic RNA,others,Malat1-associated small cytoplasmic RNA
scRNA_Rn7s1_103948,103948,Rn7s1,7S RNA 1,others,7S RNA 1
snoRNA_AF357341_115488055,115488055,AF357341,small nucleolar RNA SNORD113/SNORD114 family,snoRNA,small nucleolar RNA SNORD113/SNORD114 family
snoRNA_AF357355_100303646,100303646,AF357355,snoRNA AF357355,snoRNA,snoRNA AF357355
snoRNA_AF357359_100303647,100303647,AF357359,snoRNA AF357359,snoRNA,snoRNA AF357359
snoRNA_AF357399_100302567,100302567,AF357399,snoRNA AF357399,snoRNA,snoRNA AF357399
snoRNA_AF357425_449562,449562,AF357425,snoRNA AF357425,snoRNA,snoRNA AF357425
snoRNA_AF357426_449561,449561,AF357426,snoRNA AF357426,snoRNA,snoRNA AF357426
snoRNA_AF357428_115488057,115488057,AF357428,small nucleolar RNA SNORD113/SNORD114 family,snoRNA,small nucleolar RNA SNORD113/SNORD114 family
snoRNA_DQ267100_100861570,100861570,DQ267100,snoRNA DQ267100,snoRNA,snoRNA DQ267100
snoRNA_DQ267101_100861571,100861571,DQ267101,snoRNA DQ267101,snoRNA,snoRNA DQ267101
snoRNA_DQ267102_100861572,100861572,DQ267102,snoRNA DQ267102,snoRNA,snoRNA DQ267102
snoRNA_Gm12238_100303747,100303747,Gm12238,predicted gene 12238,snoRNA,predicted gene 12238
snoRNA_Gm22020_115486153,115486153,Gm22020,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22022_115485845,115485845,Gm22022,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22023_115486095,115486095,Gm22023,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22027_115486186,115486186,Gm22027,small nucleolar RNA SNORA19,snoRNA,small nucleolar RNA SNORA19
snoRNA_Gm22034_115485796,115485796,Gm22034,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22039_115486273,115486273,Gm22039,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22053_115488394,115488394,Gm22053,small nucleolar RNA SNORA73 family,snoRNA,small nucleolar RNA SNORA73 family
snoRNA_Gm22115_115485909,115485909,Gm22115,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22130_115486652,115486652,Gm22130,small nucleolar RNA SNORD115,snoRNA,small nucleolar RNA SNORD115
snoRNA_Gm22131_115486800,115486800,Gm22131,small nucleolar RNA SNORD116,snoRNA,small nucleolar RNA SNORD116
snoRNA_Gm22138_115485720,115485720,Gm22138,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22149_115485872,115485872,Gm22149,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22150_115486247,115486247,Gm22150,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22154_115490050,115490050,Gm22154,small nucleolar RNA SNORA55,snoRNA,small nucleolar RNA SNORA55
snoRNA_Gm22156_115485857,115485857,Gm22156,small nucleolar RNA ACA64,snoRNA,small nucleolar RNA ACA64
snoRNA_Gm22158_115486022,115486022,Gm22158,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22159_115485815,115485815,Gm22159,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22163_115486006,115486006,Gm22163,small nucleolar RNA SNORA70,snoRNA,small nucleolar RNA SNORA70
snoRNA_Gm22186_115487533,115487533,Gm22186,small nucleolar RNA SNORA40,snoRNA,small nucleolar RNA SNORA40
snoRNA_Gm22187_115486160,115486160,Gm22187,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22192_115489599,115489599,Gm22192,small nucleolar RNA SNORD62,snoRNA,small nucleolar RNA SNORD62
snoRNA_Gm22200_115489001,115489001,Gm22200,small nucleolar RNA SNORD63,snoRNA,small nucleolar RNA SNORD63
snoRNA_Gm22205_115488059,115488059,Gm22205,small nucleolar RNA SNORD113/SNORD114 family,snoRNA,small nucleolar RNA SNORD113/SNORD114 family
snoRNA_Gm22210_115488947,115488947,Gm22210,small nucleolar RNA SNORA48,snoRNA,small nucleolar RNA SNORA48
snoRNA_Gm22247_115490048,115490048,Gm22247,small nucleolar RNA SNORA36 family,snoRNA,small nucleolar RNA SNORA36 family
snoRNA_Gm22252_115486646,115486646,Gm22252,small nucleolar RNA SNORD115,snoRNA,small nucleolar RNA SNORD115
snoRNA_Gm22253_115486636,115486636,Gm22253,small nucleolar RNA SNORD115,snoRNA,small nucleolar RNA SNORD115
snoRNA_Gm22255_115486717,115486717,Gm22255,small nucleolar RNA SNORD115,snoRNA,small nucleolar RNA SNORD115
snoRNA_Gm22266_115486090,115486090,Gm22266,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22267_115486337,115486337,Gm22267,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22268_115486017,115486017,Gm22268,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22269_115486195,115486195,Gm22269,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22270_115490266,115490266,Gm22270,small nucleolar RNA SNORA66,snoRNA,small nucleolar RNA SNORA66
snoRNA_Gm22271_115486070,115486070,Gm22271,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22272_115486072,115486072,Gm22272,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22273_115486312,115486312,Gm22273,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22284_115485841,115485841,Gm22284,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22298_115489610,115489610,Gm22298,small nucleolar RNA SNORA51,snoRNA,small nucleolar RNA SNORA51
snoRNA_Gm22299_115488557,115488557,Gm22299,small nucleolar RNA SNORA2/SNORA34 family,snoRNA,small nucleolar RNA SNORA2/SNORA34 family
snoRNA_Gm22300_115486242,115486242,Gm22300,small nucleolar RNA SNORA44,snoRNA,small nucleolar RNA SNORA44
snoRNA_Gm22303_115488066,115488066,Gm22303,small nucleolar RNA SNORA32,snoRNA,small nucleolar RNA SNORA32
snoRNA_Gm22304_115485690,115485690,Gm22304,small nucleolar RNA SNORA61,snoRNA,small nucleolar RNA SNORA61
snoRNA_Gm22312_115486356,115486356,Gm22312,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22313_115486174,115486174,Gm22313,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22315_115487287,115487287,Gm22315,small nucleolar RNA SNORA48,snoRNA,small nucleolar RNA SNORA48
snoRNA_Gm22331_115485769,115485769,Gm22331,small nucleolar RNA SNORA68,snoRNA,small nucleolar RNA SNORA68
snoRNA_Gm22334_115486131,115486131,Gm22334,small nucleolar RNA SNORA70,snoRNA,small nucleolar RNA SNORA70
snoRNA_Gm22337_115486210,115486210,Gm22337,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22341_115486185,115486185,Gm22341,small nucleolar RNA SNORA44,snoRNA,small nucleolar RNA SNORA44
snoRNA_Gm22347_115485943,115485943,Gm22347,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22348_115486729,115486729,Gm22348,small nucleolar RNA SNORD115,snoRNA,small nucleolar RNA SNORD115
snoRNA_Gm22353_115488556,115488556,Gm22353,small nucleolar RNA SNORA2/SNORA34 family,snoRNA,small nucleolar RNA SNORA2/SNORA34 family
snoRNA_Gm22358_115488216,115488216,Gm22358,small nucleolar RNA SNORA32,snoRNA,small nucleolar RNA SNORA32
snoRNA_Gm22362_115486329,115486329,Gm22362,small nucleolar RNA SNORA70,snoRNA,small nucleolar RNA SNORA70
snoRNA_Gm22367_115486354,115486354,Gm22367,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22371_115485777,115485777,Gm22371,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22372_115485624,115485624,Gm22372,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22374_115485646,115485646,Gm22374,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22379_115485960,115485960,Gm22379,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22382_115487304,115487304,Gm22382,small nucleolar RNA SNORA40,snoRNA,small nucleolar RNA SNORA40
snoRNA_Gm22386_115486046,115486046,Gm22386,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22391_115486738,115486738,Gm22391,small nucleolar RNA SNORD115,snoRNA,small nucleolar RNA SNORD115
snoRNA_Gm22422_115486004,115486004,Gm22422,small nucleolar RNA SNORA70,snoRNA,small nucleolar RNA SNORA70
snoRNA_Gm22425_115486363,115486363,Gm22425,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22428_115485670,115485670,Gm22428,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22429_115486025,115486025,Gm22429,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22434_115487673,115487673,Gm22434,small nucleolar RNA SNORA40,snoRNA,small nucleolar RNA SNORA40
snoRNA_Gm22438_115485786,115485786,Gm22438,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22439_115486140,115486140,Gm22439,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22447_115487038,115487038,Gm22447,small nucleolar RNA SNORA5,snoRNA,small nucleolar RNA SNORA5
snoRNA_Gm22469_115485944,115485944,Gm22469,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22470_115486057,115486057,Gm22470,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22471_115485842,115485842,Gm22471,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22473_115486252,115486252,Gm22473,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22480_115489815,115489815,Gm22480,small nucleolar RNA SNORA66,snoRNA,small nucleolar RNA SNORA66
snoRNA_Gm22488_115488567,115488567,Gm22488,small nucleolar RNA SNORA11,snoRNA,small nucleolar RNA SNORA11
snoRNA_Gm22490_115490289,115490289,Gm22490,small nucleolar RNA SNORA40,snoRNA,small nucleolar RNA SNORA40
snoRNA_Gm22493_115486345,115486345,Gm22493,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22494_115485627,115485627,Gm22494,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22495_115486052,115486052,Gm22495,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22496_102642160,102642160,Gm22496,"predicted gene, 22496",snoRNA,"predicted gene, 22496"
snoRNA_Gm22497_115486261,115486261,Gm22497,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22499_115485942,115485942,Gm22499,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22501_115486171,115486171,Gm22501,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22504_115485615,115485615,Gm22504,small nucleolar RNA SNORA43,snoRNA,small nucleolar RNA SNORA43
snoRNA_Gm22510_115486690,115486690,Gm22510,small nucleolar RNA SNORD115,snoRNA,small nucleolar RNA SNORD115
snoRNA_Gm22516_115489634,115489634,Gm22516,small nucleolar RNA SNORA76,snoRNA,small nucleolar RNA SNORA76
snoRNA_Gm22517_115486176,115486176,Gm22517,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22520_115486083,115486083,Gm22520,small nucleolar RNA SNORA44,snoRNA,small nucleolar RNA SNORA44
snoRNA_Gm22521_115485999,115485999,Gm22521,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22536_115486320,115486320,Gm22536,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22544_115485659,115485659,Gm22544,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22545_115485657,115485657,Gm22545,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22546_115485738,115485738,Gm22546,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22554_115487523,115487523,Gm22554,small nucleolar RNA SNORA48,snoRNA,small nucleolar RNA SNORA48
snoRNA_Gm22559_115486319,115486319,Gm22559,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22571_115487260,115487260,Gm22571,small nucleolar RNA SNORD18,snoRNA,small nucleolar RNA SNORD18
snoRNA_Gm22574_115488275,115488275,Gm22574,small nucleolar RNA Z39,snoRNA,small nucleolar RNA Z39
snoRNA_Gm22581_115489818,115489818,Gm22581,small nucleolar RNA SNORA5,snoRNA,small nucleolar RNA SNORA5
snoRNA_Gm22584_115486819,115486819,Gm22584,small nucleolar RNA SNORD116,snoRNA,small nucleolar RNA SNORD116
snoRNA_Gm22588_115485858,115485858,Gm22588,small nucleolar RNA SNORA81,snoRNA,small nucleolar RNA SNORA81
snoRNA_Gm22590_115486097,115486097,Gm22590,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22592_115486100,115486100,Gm22592,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22594_115485748,115485748,Gm22594,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22595_115485710,115485710,Gm22595,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22598_115488710,115488710,Gm22598,small nucleolar RNA SNORA40,snoRNA,small nucleolar RNA SNORA40
snoRNA_Gm22599_115485850,115485850,Gm22599,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22622_115486333,115486333,Gm22622,small nucleolar RNA SNORA44,snoRNA,small nucleolar RNA SNORA44
snoRNA_Gm22631_115486798,115486798,Gm22631,small nucleolar RNA SNORD116,snoRNA,small nucleolar RNA SNORD116
snoRNA_Gm22652_115489603,115489603,Gm22652,small nucleolar RNA SNORA46,snoRNA,small nucleolar RNA SNORA46
snoRNA_Gm22657_115485697,115485697,Gm22657,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22659_115485704,115485704,Gm22659,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22660_115486250,115486250,Gm22660,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22671_115485794,115485794,Gm22671,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22672_115486014,115486014,Gm22672,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22673_115485863,115485863,Gm22673,small nucleolar RNA SNORA3/SNORA45 family,snoRNA,small nucleolar RNA SNORA3/SNORA45 family
snoRNA_Gm22674_115485908,115485908,Gm22674,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22676_115489637,115489637,Gm22676,small nucleolar RNA SNORA11,snoRNA,small nucleolar RNA SNORA11
snoRNA_Gm22683_115487883,115487883,Gm22683,small nucleolar RNA SNORA2/SNORA34 family,snoRNA,small nucleolar RNA SNORA2/SNORA34 family
snoRNA_Gm22684_115489079,115489079,Gm22684,small nucleolar RNA SNORA71,snoRNA,small nucleolar RNA SNORA71
snoRNA_Gm22704_115489604,115489604,Gm22704,small nucleolar RNA SNORA2/SNORA34 family,snoRNA,small nucleolar RNA SNORA2/SNORA34 family
snoRNA_Gm22711_115487905,115487905,Gm22711,small nucleolar RNA SNORA76,snoRNA,small nucleolar RNA SNORA76
snoRNA_Gm22723_115486334,115486334,Gm22723,small nucleolar RNA SNORA44,snoRNA,small nucleolar RNA SNORA44
snoRNA_Gm22724_115486381,115486381,Gm22724,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
snoRNA_Gm22748_115488064,115488064,Gm22748,small nucleolar RNA SNORA42/SNORA80 family,snoRNA,small nucleolar RNA SNORA42/SNORA80 family
snoRNA_Gm22762_115485856,115485856,Gm22762,small nucleolar RNA SNORA17,snoRNA,small nucleolar RNA SNORA17
